"Aerofoil.Aerofoil: Direction [1,0,0] (m)",Aerofoil.Aerofoil: Pressure Coefficient,Column1,Column2
0.009525,269.5696482,0.0625,0.68779094
0.01524,391.9354449,0.1,1
0.0381,-99.77144191,0.25,-0.254560906
0.05715,-391.5675022,0.375,-0.999061216
0.0762,-569.8002774,0.5,-1.453811552
0.10668,-456.9235976,0.7,-1.16581341
0.1143,-382.2271259,0.75,-0.975229801
0.14097,104.1407898,0.925,0.265709037
0.142875,88.59007214,0.9375,0.226032305
